"","av_lambda","sum_lambda","Taxonomic_group","threat_intensity_log","threat_richness","hmn_pp_v_log","n_habitats","Protected_status","Utilised","Managed","Binomial","loc_id","Body_size_log","length"
"162",0.05026026,1.256506491,"Mammals",-3.17367747545805,0,0,2,"No",0,0,"Myodes_rutilus","-127.333333_65.3",1.29972515397564,25
"163",-0.146185111,-2.338961774,"Mammals",-2.5917563182213,1,0,2,"No",0,0,"Myodes_rutilus","-106.716667_68.1",1.29972515397564,16
"164",-0.6,-3,"Mammals",-2.17383112347854,1,0.112859224074774,2,"No",0,0,"Myodes_rutilus","-115.183333_67.8",1.29972515397564,5
"165",0.04072249,0.977339763,"Mammals",-0.221750150566142,5,0.311099314236855,3,"Yes",0,1,"Cervus_elaphus","-112.877639_53.545051",5.14711072414856,24
"166",0.030891381,0.74139315,"Mammals",-0.115946303795822,5,0.335554754345232,3,"Yes",0,1,"Cervus_elaphus","-112.857039_53.637361",5.14711072414856,24
"167",0.052510842,0.68264094,"Mammals",-0.115946303795822,5,0.335554754345232,2,"Yes",0,2,"Castor_canadensis","-112.857039_53.637361",4.33885474625232,13
"168",0.016412655,0.722156841,"Mammals",-0.888314385219154,0,0.008783231006155,2,"Yes",0,0,"Castor_canadensis","-100.131889_50.855683",4.33885474625232,44
"169",0.055869807,1.731964006,"Mammals",-1.22688669488418,0,0,3,"Yes",1,1,"Alces_americanus","-85.903961_48.289722",5.73356673184349,31
"170",0.059887185,1.077969333,"Mammals",-1.41204342673224,0,0,8,"Yes",1,2,"Bison_bison","-106.65_53.733333",5.62935237244692,18
"171",0.087876337,0.966639704,"Mammals",0.0215986970055932,3,0.0653608873845309,12,"No",1,1,"Odocoileus_virginianus","-109.634071_52.613216",4.74435996103451,11
"172",0.075970025,0.83567028,"Mammals",0.677582546981574,5,0.199476271911945,12,"No",1,1,"Odocoileus_virginianus","-102.017164_49.992123",4.74435996103451,11
"173",0.10538466,1.159231262,"Mammals",0.0215986970055932,3,0.0653608873845309,10,"No",1,1,"Odocoileus_hemionus","-109.634071_52.613216",4.73409999592406,11
"174",0.139524884,0.558099535,"Mammals",0.555908123195707,9,1.98215818293195,3,"No",1,1,"Antilocapra_americana","-107.796944_50.285",4.66353998994009,4
"175",0.188625281,1.131751683,"Mammals",-1.33798073399301,1,0,6,"Yes",1,1,"Ursus_americanus","-109.002596_54.592748",4.99978001757011,6
"176",0.184179113,1.105074676,"Mammals",0.116822159098881,2,1.19316958660297e-07,6,"No",1,1,"Ursus_americanus","-102.4556_52.4572",4.99978001757011,6
"177",0.253516655,1.267583275,"Mammals",0.360171006670616,2,0.677312970496081,6,"Yes",2,2,"Phoca_vitulina","-70.116389_48.252222",5,5
"178",0.21247335,1.274840099,"Mammals",0.000437927651529339,3,0.825472984551157,2,"Yes",2,2,"Delphinapterus_leucas","-69.465_48.218",6.13353890837022,6
"179",0.058350532,1.750515945,"Mammals",-0.0736247650876943,2,0.0246990331471741,3,"Yes",1,1,"Alces_americanus","-72.957967_46.778085",5.73356673184349,30
"180",0.051397992,0.308387949,"Mammals",0.000437927651529339,3,0.825472984551157,2,"Yes",0,2,"Balaenoptera_musculus","-69.465_48.218",8.27875360095283,6
"181",0.200227801,1.201366809,"Mammals",0.000437927651529339,3,0.825472984551157,2,"Yes",0,2,"Balaenoptera_physalus","-69.465_48.218",7.84509804001426,6
"182",-0.033170038,-0.132680151,"Mammals",0.000437927651529339,3,0.825472984551157,5,"Yes",2,2,"Halichoerus_grypus","-69.465_48.218",5.19774080418733,4
"183",0.097278473,0.583670837,"Mammals",0.000437927651529339,3,0.825472984551157,2,"Yes",2,2,"Phocoena_phocoena","-69.465_48.218",4.72015930340596,6
"184",0.195813967,1.174883805,"Mammals",0.000437927651529339,3,0.825472984551157,2,"Yes",2,2,"Megaptera_novaeangliae","-69.465_48.218",7.47712125471966,6
"185",0.077683492,0.466100954,"Mammals",0.000437927651529339,3,0.825472984551157,2,"Yes",2,2,"Balaenoptera_acutorostrata","-69.465_48.218",7,6
"186",0.030249467,1.119230272,"Mammals",-0.147687457826918,0,0,3,"No",2,2,"Alces_americanus","-56.33304_48.60645",5.73356673184349,37
"187",0.024242183,0.678781125,"Mammals",-1.51255708116404,2,0.191217317175573,3,"No",2,2,"Alces_americanus","-125.44939_49.65063",5.73356673184349,28
"188",0.040128366,1.123594261,"Mammals",0.201465236515136,7,2.41302319230536,3,"No",2,2,"Alces_americanus","-122.5003_49.21759",5.73356673184349,28
"189",0.039783858,1.113948032,"Mammals",-0.872443808203606,5,0.0736577443350914,3,"No",2,2,"Alces_americanus","-120.69689_50.25503",5.73356673184349,28
"190",0.055796808,1.562310636,"Mammals",-0.45980880579936,6,0.478649080664118,3,"No",2,2,"Alces_americanus","-119.03137_49.85923",5.73356673184349,28
"191",0.03284993,0.919798028,"Mammals",-0.438648036445296,4,0.755482214256504,3,"No",2,2,"Alces_americanus","-116.81213_49.70849",5.73356673184349,28
"192",0.032438042,0.908265167,"Mammals",-2.40659958637324,1,0,3,"No",2,2,"Alces_americanus","-123.45536_52.40318",5.73356673184349,28
"193",0.026625005,0.745500146,"Mammals",-2.27963497024886,3,0,3,"No",2,2,"Alces_americanus","-129.83266_54.24977",5.73356673184349,28
"194",0.039299509,1.100386245,"Mammals",-2.83510516579303,1,0,3,"No",2,2,"Alces_americanus","-124.77368_55.95301",5.73356673184349,28
"195",0.039121718,1.095408108,"Mammals",-3.68153593995559,0,0,3,"No",2,2,"Alces_americanus","-124.89257_58.05463",5.73356673184349,28
"196",0.230879536,1.15439768,"Mammals",-3.31651266859799,1,0,3,"No",2,2,"Alces_americanus","-128.9788944_59.498332",5.73356673184349,5
"197",0.078986083,1.342763413,"Mammals",-0.417487267091233,1,0.0387816033521448,8,"Yes",2,2,"Bison_bison","-106.694237_53.809472",5.62935237244692,17
"198",0.111328906,1.558604683,"Mammals",-3.78204959438739,0,0,8,"No",2,2,"Bison_bison","-137.52133_61.45389",5.62935237244692,14
"199",0.153169867,1.378528807,"Mammals",-2.93032862788632,0,0,8,"Yes",2,2,"Bison_bison","-125.62866_59.42552",5.62935237244692,9
"200",0.178619511,1.607575595,"Mammals",-2.64994843394497,1,0,8,"No",2,2,"Bison_bison","-120.65185_58.24056",5.62935237244692,9
"201",0.113361931,1.587067033,"Mammals",-1.71358439002765,0,0.0717564064414751,8,"Yes",2,2,"Bison_bison","-118.923549_58.772764",5.62935237244692,14
"202",0.046728994,1.962617762,"Mammals",-2.4595015097584,0,0,8,"Yes",2,2,"Bison_bison","-116.48838_62.01587",5.62935237244692,42
"203",0.07732855,2.629170705,"Mammals",-2.54414458717465,0,0,8,"Yes",2,2,"Bison_bison","-113.67543_60.26715",5.62935237244692,34
"204",0.016535477,0.727561002,"Mammals",-2.63936804926794,0,0,8,"No",2,2,"Bison_bison","-112.86817_60.7168",5.62935237244692,44
"205",0.080318864,2.570203644,"Mammals",-2.43834074040433,1,0.868812142041754,8,"No",2,2,"Bison_bison","-123.48625_60.20995",5.62935237244692,32
"206",0.164452471,0.657809882,"Mammals",-3.31651266859799,1,0,7,"No",2,2,"Canis_lupus","-128.9788944_59.498332",4.50763097841445,4
"207",0.091899632,1.470394106,"Mammals",0.180304467161072,4,0.155010406063452,3,"No",2,1,"Cervus_elaphus","-102.56561_49.90348",5.14711072414856,16
"208",0.047698501,1.335558016,"Mammals",-1.51255708116404,2,0.191217317175573,3,"No",2,2,"Cervus_elaphus","-125.44939_49.65063",5.14711072414856,28
"209",0.097458575,2.728840091,"Mammals",0.201465236515136,7,2.41302319230536,3,"No",2,2,"Cervus_elaphus","-122.5003_49.21759",5.14711072414856,28
"210",0.0442821,1.239898808,"Mammals",-0.872443808203606,5,0.0736577443350914,3,"No",2,2,"Cervus_elaphus","-120.69689_50.25503",5.14711072414856,28
"211",0.05700358,1.596100249,"Mammals",-0.45980880579936,6,0.478649080664118,3,"No",2,2,"Cervus_elaphus","-119.03137_49.85923",5.14711072414856,28
"212",0.033406105,0.935370944,"Mammals",-0.438648036445296,4,0.755482214256504,3,"No",2,2,"Cervus_elaphus","-116.81213_49.70849",5.14711072414856,28
"213",0.050721292,1.420196178,"Mammals",-2.40659958637324,1,0,3,"No",2,2,"Cervus_elaphus","-123.45536_52.40318",5.14711072414856,28
"214",0.054260675,1.519298895,"Mammals",-2.27963497024886,3,0,3,"No",2,2,"Cervus_elaphus","-129.83266_54.24977",5.14711072414856,28
"215",0.069227499,1.938369965,"Mammals",-2.83510516579303,1,0,3,"No",2,2,"Cervus_elaphus","-124.77368_55.95301",5.14711072414856,28
"216",0.095400478,1.33560669,"Mammals",-2.7240111266842,0,0,3,"No",2,2,"Cervus_elaphus","-123.16816_56.43743",5.14711072414856,14
"217",0.107997673,1.511967427,"Mammals",-2.14738016178596,0,9.5748403479875e-05,3,"No",2,2,"Cervus_elaphus","-126.08333_59.41666",5.14711072414856,14
"218",0.099128784,1.189545412,"Mammals",-3.68153593995559,0,0,3,"No",2,2,"Cervus_elaphus","-124.89257_58.05463",5.14711072414856,12
"219",0.040978746,0.655659935,"Mammals",-1.3326905416545,0,0,2,"No",2,2,"Delphinapterus_leucas","-67.61672_66.56356",6.13353890837022,16
"220",0.014959041,0.239344659,"Mammals",-0.21116976588911,0,0,3,"No",2,2,"Lepus_americanus","-57.66043_53.1355",3.23300118983007,16
"221",0.073308452,1.979328215,"Mammals",-1.65539227430397,4,1.55966201234534,3,"No",2,2,"Lepus_americanus","-133.7166667_68.35",3.23300118983007,27
"222",0.023352425,0.677220319,"Mammals",-1.67655304365803,2,1.20912678931545,3,"No",2,2,"Lepus_americanus","-111.8833333_60",3.23300118983007,29
"223",0.034050603,0.98746749,"Mammals",-3.39057536133721,1,0,3,"No",2,2,"Lepus_americanus","-126.8291667_61.28194444",3.23300118983007,29
"224",0.028390626,0.539421891,"Mammals",-1.89345092953719,1,0.96463775661432,3,"No",2,2,"Lepus_americanus","-117.6166667_61.38333333",3.23300118983007,19
"225",-0.016095826,-0.241437397,"Mammals",-1.89345092953719,1,0.96463775661432,3,"No",2,2,"Lepus_americanus","-117.6166667_61.38333333",3.23300118983007,15
"226",0.02410942,0.699173171,"Mammals",-1.34327092633153,3,2.32878974290284,3,"No",2,2,"Lepus_americanus","-114.35_62.45555556",3.23300118983007,29
"227",0.042798888,0.684782212,"Mammals",-1.86170977550609,2,0,3,"No",2,2,"Lepus_americanus","-113.35_62.53333333",3.23300118983007,16
"228",-0.002815786,-0.045052583,"Mammals",-1.86170977550609,2,0,3,"No",2,2,"Lepus_americanus","-113.35_62.53333333",3.23300118983007,16
"229",0.044599217,1.070381219,"Mammals",-1.95164304526086,1,1.13955594534352,3,"No",2,2,"Lepus_americanus","-121.3486111_61.8625",3.23300118983007,24
"230",0.030146118,0.361753411,"Mammals",-2.43305054806582,1,0,3,"No",2,2,"Lepus_americanus","-113.1833333_63.08333333",3.23300118983007,12
"231",0.207410111,2.488921328,"Mammals",-2.43305054806582,1,0,3,"No",2,2,"Lepus_americanus","-113.1833333_63.08333333",3.23300118983007,12
"232",0.110840006,1.330080073,"Mammals",-2.43305054806582,1,0,3,"No",2,2,"Lepus_americanus","-113.1833333_63.08333333",3.23300118983007,12
"233",0.079182857,1.108559997,"Mammals",-1.55487861987217,1,0.723053521145433,3,"No",2,2,"Lepus_americanus","-113.6708333_61.17083333",3.23300118983007,14
"234",0.107604853,0.860838826,"Mammals",-2.47008189443543,1,0,3,"Yes",2,2,"Lepus_americanus","-114.14791_60.28337",3.23300118983007,8
"235",0.291687088,0.875061263,"Mammals",0.815127547782989,6,0.223491587394169,4,"No",2,2,"Lynx_rufus","-66.46191_46.56531",3.9495900288204,3
"236",0.055607139,0.611678531,"Mammals",0.312559275623972,4,7.02446503296528e-06,1,"No",2,2,"Martes_americana","-71.22259_47.2316",3.09691001300806,11
"237",-0.327794453,-1.638972263,"Mammals",0.947382356245889,9,2.86051986294149,3,"No",2,2,"Myotis_lucifugus","-71.20798_46.81387",0.883661435153618,5
"238",0.307809972,0.923429916,"Mammals",1.12724889575543,8,1.04269801000084,3,"No",2,2,"Myotis_lucifugus","-72.3944_45.1542",0.883661435153618,3
"239",0.111973036,0.335919107,"Mammals",0.386621968363195,5,1.56150710426546,3,"No",2,2,"Myotis_lucifugus","-74.26141_46.3294",0.883661435153618,3
"240",0.118658502,0.355975507,"Mammals",1.04789601067769,7,1.33222442293132,3,"No",2,2,"Myotis_lucifugus","-75.79163_45.64647",0.883661435153618,3
"241",-0.051812817,-0.259064086,"Mammals",0.852158894152601,8,1.78813003865438,3,"No",2,2,"Myotis_lucifugus","-71.8505_46.66598",0.883661435153618,5
"242",-0.047593992,-0.713909885,"Mammals",0.175014274822556,4,0.730610691517998,3,"No",2,2,"Myotis_lucifugus","-70.67137_47.02846",0.883661435153618,15
"243",0.008664219,0.112634844,"Mammals",-0.0630443804106623,2,0,3,"No",2,2,"Myotis_lucifugus","-72.34455_47.18667",0.883661435153618,13
"244",0.323621598,0.970864793,"Mammals",1.12724889575543,8,1.04269801000084,2,"No",2,2,"Myotis_septentrionalis","-72.3944_45.1542",0.888740960682893,3
"245",0.029806716,0.357680594,"Mammals",-0.623804768293356,0,0.0537053285623216,10,"No",2,2,"Odocoileus_hemionus","-106.00099_54.0001",4.73409999592406,12
"246",0.033299931,0.699298557,"Mammals",-1.51255708116404,2,0.191217317175573,10,"No",2,2,"Odocoileus_hemionus","-125.44939_49.65063",4.73409999592406,21
"247",0.047619048,1,"Mammals",0.201465236515136,7,2.41302319230536,10,"No",2,2,"Odocoileus_hemionus","-122.5003_49.21759",4.73409999592406,21
"248",0.084560628,1.522091304,"Mammals",-0.872443808203606,5,0.0736577443350914,10,"No",2,2,"Odocoileus_hemionus","-120.69689_50.25503",4.73409999592406,18
"249",0.035087595,0.736839485,"Mammals",-2.40659958637324,1,0,10,"No",2,2,"Odocoileus_hemionus","-123.45536_52.40318",4.73409999592406,21
"250",0.039860174,0.837063656,"Mammals",-2.27963497024886,3,0,10,"No",2,2,"Odocoileus_hemionus","-129.83266_54.24977",4.73409999592406,21
"251",0.047619048,1,"Mammals",0.201465236515136,7,2.41302319230536,10,"No",2,2,"Odocoileus_hemionus","-122.5003_49.21759",4.73409999592406,21
"252",0.049142086,1.031983802,"Mammals",-0.872443808203606,5,0.0736577443350914,10,"No",2,2,"Odocoileus_hemionus","-120.69689_50.25503",4.73409999592406,21
"253",0.035768248,0.751133205,"Mammals",-0.45980880579936,6,0.478649080664118,10,"No",2,2,"Odocoileus_hemionus","-119.03137_49.85923",4.73409999592406,21
"254",0.043929772,0.922525215,"Mammals",-0.438648036445296,4,0.755482214256504,10,"No",2,2,"Odocoileus_hemionus","-116.81213_49.70849",4.73409999592406,21
"255",0.045097697,0.94705163,"Mammals",-2.40659958637324,1,0,10,"No",2,2,"Odocoileus_hemionus","-123.45536_52.40318",4.73409999592406,21
"256",0.029681153,0.623304207,"Mammals",-2.27963497024886,3,0,10,"No",2,2,"Odocoileus_hemionus","-129.83266_54.24977",4.73409999592406,21
"257",0.049564172,1.040847607,"Mammals",-2.83510516579303,1,0,10,"No",2,2,"Odocoileus_hemionus","-124.77368_55.95301",4.73409999592406,21
"258",0.032723124,0.687185614,"Mammals",-3.68153593995559,0,0,10,"No",2,2,"Odocoileus_hemionus","-124.89257_58.05463",4.73409999592406,21
"259",0.029835655,0.358027861,"Mammals",-0.623804768293356,0,0.0537053285623216,12,"No",2,2,"Odocoileus_virginianus","-106.00099_54.0001",4.74435996103451,12
"260",0.024141595,1.086371756,"Mammals",0.815127547782989,6,0.223491587394169,12,"No",2,2,"Odocoileus_virginianus","-66.46191_46.56531",4.74435996103451,45
"261",0.177576864,1.243038049,"Mammals",0.201465236515136,7,2.41302319230536,12,"No",2,2,"Odocoileus_virginianus","-122.5003_49.21759",4.74435996103451,7
"262",0.075112757,2.103157203,"Mammals",-0.872443808203606,5,0.0736577443350914,12,"No",2,2,"Odocoileus_virginianus","-120.69689_50.25503",4.74435996103451,28
"263",0.052315702,1.464839658,"Mammals",-0.45980880579936,6,0.478649080664118,12,"No",2,2,"Odocoileus_virginianus","-119.03137_49.85923",4.74435996103451,28
"264",0.046663248,1.306570944,"Mammals",-0.438648036445296,4,0.755482214256504,12,"No",2,2,"Odocoileus_virginianus","-116.81213_49.70849",4.74435996103451,28
"265",0.077647447,1.941186173,"Mammals",-2.40659958637324,1,0,12,"No",2,2,"Odocoileus_virginianus","-123.45536_52.40318",4.74435996103451,25
"266",0.07976815,1.99420374,"Mammals",-2.27963497024886,3,0,12,"No",2,2,"Odocoileus_virginianus","-129.83266_54.24977",4.74435996103451,25
"267",0.074184454,2.07716472,"Mammals",-2.83510516579303,1,0,12,"No",2,2,"Odocoileus_virginianus","-124.77368_55.95301",4.74435996103451,28
"268",0.05070093,1.419626047,"Mammals",-3.68153593995559,0,0,12,"No",2,2,"Odocoileus_virginianus","-124.89257_58.05463",4.74435996103451,28
"269",0.025041438,1.026698968,"Mammals",-2.95148939724038,0,0,1,"No",2,2,"Ovibos_moschatus","-110.34667_75.32002",5.53211846823539,41
"270",0.047578233,1.18945582,"Mammals",-2.82981497345452,0,0,1,"Yes",2,2,"Ovibos_moschatus","-99.09412_75.72766",5.53211846823539,25
"271",0.037812663,1.62594452,"Mammals",-3.53341055447714,0,0,1,"Yes",2,2,"Ovibos_moschatus","-121.50878_72.88087",5.53211846823539,43
"272",0.041190534,1.27690655,"Mammals",-3.30064209158244,0,0,1,"No",2,2,"Ovibos_moschatus","-115.92773_72.20867",5.53211846823539,31
"273",0.128076907,1.921153609,"Mammals",-3.21599901416618,0,0,1,"No",2,2,"Ovibos_moschatus","-111.09375_69.54219",5.53211846823539,15
"274",0.137180255,1.920523573,"Mammals",-2.99381093594851,0,0,1,"No",2,2,"Ovibos_moschatus","-104.28222_70.28911",5.53211846823539,14
"275",0.023234761,0.534399503,"Mammals",-2.31137612427995,2,0.18222638982746,1,"No",2,2,"Ovibos_moschatus","-124.07272_69.30958",5.53211846823539,23
"276",0.064839151,1.102265574,"Mammals",-3.76617901737184,1,0,1,"No",2,2,"Ovibos_moschatus","-127.99072_67.48333",5.53211846823539,17
"277",-0.666666667,-4,"Mammals",-2.63936804926794,1,0,7,"No",2,2,"Peromyscus_maniculatus","-113.716_62.642",1.32797162362301,6
"278",0.180522605,4.332542525,"Mammals",-2.86684631982413,0,0,7,"No",2,2,"Peromyscus_maniculatus","-123.29_60.39",1.32797162362301,24
"279",0.031478392,0.472175878,"Mammals",-1.75061573639726,0,0.0208859269984665,7,"No",2,2,"Peromyscus_maniculatus","-113.6063_61.22658",1.32797162362301,15
"280",-0.104760734,-2.828539818,"Mammals",-2.50711324080504,0,0,7,"No",2,2,"Peromyscus_maniculatus","-122_62",1.32797162362301,27
"281",-0.01546051,-0.432894282,"Mammals",-1.67655304365803,2,1.20912678931545,7,"No",2,2,"Peromyscus_maniculatus","-111.8833333_60",1.32797162362301,28
"282",1,9,"Mammals",-2.43305054806582,1,0,7,"No",2,2,"Peromyscus_maniculatus","-113.1833333_63.08333333",1.32797162362301,9
"283",0.167994986,1.007969915,"Mammals",-2.84568555047006,1,0,7,"No",2,2,"Peromyscus_maniculatus","-111.53_60.3",1.32797162362301,6
"284",0.028788704,0.748506296,"Mammals",-3.21599901416618,0,0,7,"No",2,2,"Peromyscus_maniculatus","-114.26_62.24",1.32797162362301,26
"285",0.035444383,0.921553965,"Mammals",-0.0736247650876943,1,0.0180748424719708,2,"No",2,2,"Rangifer_tarandus","-66.254263_48.944718",4.93467001417186,26
"286",0.026606734,0.984449168,"Mammals",-0.147687457826918,0,0,2,"No",2,2,"Rangifer_tarandus","-56.33304_48.60645",4.93467001417186,37
"287",-0.017457253,-0.645918363,"Mammals",-0.480969575153424,1,0,2,"No",2,2,"Rangifer_tarandus","-62.4353_54.17529",4.93467001417186,37
"288",0.188963169,0.944815847,"Mammals",-2.60233670289833,1,0,2,"No",2,2,"Rangifer_tarandus","-108_56.91",4.93467001417186,5
"289",0.047242266,1.275541189,"Mammals",-2.60233670289833,1,0,2,"No",2,2,"Rangifer_tarandus","-108_56.91",4.93467001417186,27
"290",0.023126507,0.647542207,"Mammals",-0.872443808203606,5,0.0736577443350914,2,"No",2,2,"Rangifer_tarandus","-120.69689_50.25503",4.93467001417186,28
"291",0.018914446,0.529604495,"Mammals",-0.45980880579936,6,0.478649080664118,2,"No",2,2,"Rangifer_tarandus","-119.03137_49.85923",4.93467001417186,28
"292",0.022652894,0.634281029,"Mammals",-0.438648036445296,4,0.755482214256504,2,"No",2,2,"Rangifer_tarandus","-116.81213_49.70849",4.93467001417186,28
"293",0.035109873,0.983076451,"Mammals",-2.40659958637324,1,0,2,"No",2,2,"Rangifer_tarandus","-123.45536_52.40318",4.93467001417186,28
"294",0.044317452,1.240888646,"Mammals",-2.27963497024886,3,0,2,"No",2,2,"Rangifer_tarandus","-129.83266_54.24977",4.93467001417186,28
"295",0.03645426,1.020719266,"Mammals",-2.83510516579303,1,0,2,"No",2,2,"Rangifer_tarandus","-124.77368_55.95301",4.93467001417186,28
"296",0.040882462,1.144708931,"Mammals",-3.68153593995559,0,0,2,"No",2,2,"Rangifer_tarandus","-124.89257_58.05463",4.93467001417186,28
"297",0.279282258,1.675693548,"Mammals",-3.31651266859799,1,0,2,"No",2,2,"Rangifer_tarandus","-128.9788944_59.498332",4.93467001417186,6
"298",0.047301055,1.702837983,"Mammals",-3.26890093755134,0,0,2,"No",2,2,"Rangifer_tarandus","-107.75302_70.950718",4.93467001417186,36
"299",-0.000859088,-0.024913565,"Mammals",-3.60218305487785,1,0,2,"No",2,2,"Rangifer_tarandus","-130.64941_69.33383",4.93467001417186,29
"300",0.00183236,0.054970803,"Mammals",-3.7185672863252,1,0,2,"No",2,2,"Rangifer_tarandus","-128.32031_68.95839",4.93467001417186,30
"301",0.060561824,0.847865538,"Mammals",-3.66037517060152,0,0,2,"No",2,2,"Rangifer_tarandus","-117.72949_66.94727",4.93467001417186,14
"302",0.121795991,0.852571934,"Mammals",-3.46463805407643,1,0,2,"No",2,2,"Rangifer_tarandus","-131.48437_69.79413",4.93467001417186,7
"303",0.02708583,1.245948176,"Mammals",-3.80321036374146,0,0,2,"No",2,2,"Rangifer_tarandus","-139.96582_68.73638",4.93467001417186,46
"304",0.004922388,0.226429826,"Mammals",-3.05200305167219,1,0,2,"No",2,2,"Rangifer_tarandus","-111.40137_64.94216",4.93467001417186,46
"305",0.023204714,0.951393265,"Mammals",-3.16838728311954,0,0,2,"No",2,2,"Rangifer_tarandus","-104.41406_65.07213",4.93467001417186,41
"306",0.043015953,0.946350973,"Mammals",-2.17383112347854,1,0,6,"No",2,2,"Ursus_arctos","-117.30102_52.42922",5.25652633528169,22
"307",-0.6,-3,"Mammals",-2.68168958797607,1,0,1,"Yes",2,0,"Lemmus_trimucronatus","-100.25_67.23333",1.84397984447816,5
"308",0.020636041,0.165088328,"Mammals",-0.147687457826918,5,0.318051371498164,4,"Yes",0,1,"Cynomys_ludovicianus","-107.75_49.116667",3.13481437032046,8
"309",0.014666596,0.601330424,"Mammals",-3.59160267020082,0,0,3,"Yes",1,1,"Ovis_dalli","-137.63309_60.62855",4.74547000714474,41
"310",0.028114433,1.12457731,"Mammals",-3.84024171011107,1,0,3,"Yes",1,1,"Ovis_dalli","-139.25399_61.08265",4.74547000714474,40
"311",0.029705474,1.21792445,"Mammals",-2.7240111266842,0,0,3,"Yes",1,1,"Ovis_dalli","-138.57067_61.01606",4.74547000714474,41
"312",0.02334424,0.95711384,"Mammals",-3.62334382423191,1,0,3,"Yes",1,1,"Ovis_dalli","-138.46925_60.88405",4.74547000714474,41
"313",0.036913478,0.885923482,"Mammals",-0.10536591911879,1,0.0142988030411099,3,"Yes",2,2,"Alces_americanus","-65.03208_45.61686",5.73356673184349,24
"314",0.05926701,1.126073195,"Mammals",-0.507420536846004,1,0.0666094088264512,5,"Yes",2,2,"Lontra_canadensis","-64.97373_46.85842",3.90780999769773,19
"315",0.033237103,1.462432517,"Mammals",-0.507420536846004,1,0.0666094088264512,2,"Yes",0,0,"Castor_canadensis","-64.97373_46.85842",4.33885474625232,44
"316",0.049521112,2.079886725,"Mammals",-0.86715361586509,2,0.328276435237367,6,"No",1,2,"Phoca_vitulina","-125.0032_53.99983",5,42
"317",0.044445224,0.800014041,"Mammals",-1.99396458396899,2,0.722742686458783,2,"No",2,2,"Myodes_rutilus","-135.883333_63.583333",1.29972515397564,18
"318",0.039291785,0.707252132,"Mammals",-0.883024192880638,6,2.15702264057339,2,"No",2,2,"Myodes_rutilus","-135.05_60.716667",1.29972515397564,18
"319",0.071457327,0.92894525,"Mammals",-1.95693323759938,2,0.703961677247622,2,"No",2,2,"Myodes_rutilus","-133.35_62.216667",1.29972515397564,13
"320",0.062352361,0.872933049,"Mammals",-2.10505862307783,2,0.475856922933335,2,"No",2,2,"Myodes_rutilus","-128.7_60.05",1.29972515397564,14
"321",0.026022996,0.468413929,"Mammals",-0.883024192880638,6,2.15702264057339,7,"No",2,2,"Peromyscus_maniculatus","-135.05_60.716667",1.32797162362301,18
"322",0.015226061,0.258843034,"Mammals",-1.99396458396899,2,0.722742686458783,3,"No",2,2,"Lepus_americanus","-135.883333_63.583333",3.23300118983007,17
"323",0.02251189,0.36019024,"Mammals",-1.95693323759938,2,0.703961677247622,3,"No",2,2,"Lepus_americanus","-133.35_62.216667",3.23300118983007,16
"324",0.128489723,2.184325283,"Mammals",-2.10505862307783,2,0.475856922933335,3,"No",2,2,"Lepus_americanus","-128.7_60.05",3.23300118983007,17
"325",0.0364086,0.546128996,"Mammals",-0.883024192880638,6,2.15702264057339,3,"No",2,2,"Lepus_americanus","-135.05_60.716667",3.23300118983007,15
"326",0.031368781,0.721481955,"Mammals",-1.99396458396899,2,0.722742686458783,3,"No",2,2,"Lynx_canadensis","-135.883333_63.583333",3.97189020052915,23
"327",0.069297042,2.425396471,"Mammals",-3.89314363349623,0,0,1,"No",2,2,"Martes_americana","-138.2_61.95",3.09691001300806,35
"328",0.057878704,2.025754657,"Mammals",-3.89314363349623,0,0,6,"No",2,2,"Mustela_erminea","-138.2_61.95",2.07693157455566,35
"329",-0.189109014,-4.349507314,"Mammals",-1.99396458396899,2,0.722742686458783,6,"No",2,2,"Vulpes_vulpes","-135.883333_63.583333",3.73847692173294,23
"330",0.012749942,0.293248675,"Mammals",-1.99396458396899,2,0.722742686458783,1,"No",2,2,"Martes_americana","-135.883333_63.583333",3.09691001300806,23
"331",0.023214877,0.533942179,"Mammals",-1.99396458396899,2,0.722742686458783,6,"No",2,2,"Mustela_erminea","-135.883333_63.583333",2.07693157455566,23
"332",-0.116804667,-4.08816334,"Mammals",-3.89314363349623,0,0,6,"No",2,2,"Vulpes_vulpes","-138.2_61.95",3.73847692173294,35
"333",0.015179341,0.166972751,"Mammals",-1.54958842753365,1,0.0791812525191167,3,"No",2,2,"Phenacomys_intermedius","-116.75_51.3",1.40140054078154,11
"334",-0.04491712,-0.494088325,"Mammals",-1.54958842753365,1,0.0791812525191167,6,"No",2,2,"Microtus_longicaudus","-116.75_51.3",1.66940986728778,11
"335",0.292516359,3.217679944,"Mammals",-1.54958842753365,1,0.0791812525191167,6,"No",2,2,"Microtus_pennsylvanicus","-116.75_51.3",1.56525734342021,11
"336",0.042685128,0.896387698,"Mammals",-1.80351765978242,4,0,10,"No",1,1,"Odocoileus_hemionus","-126.681389_50.247778",4.73409999592406,21
"337",0.031566409,0.410363314,"Mammals",-1.31152977230043,3,0,3,"Yes",1,2,"Cervus_elaphus","-115.5_51.5",5.14711072414856,13
"338",0.095895547,1.05485102,"Mammals",-1.4014630420552,2,0.159791873281591,6,"No",2,2,"Ursus_arctos","-122.5_50.5",5.25652633528169,11
